Date,AAPL,AMZN,BAC,CVX,GOOGL,GS,JPM,META,MSFT,NVDA,ORCL,QQQ,SPY,TSLA,XOM
2012-06-01,-0.028975489848027225,-0.02202808015612112,-0.04489747259961541,-0.019326907564863105,-0.01700917434588789,-0.03197537849984211,-0.03680228204114311,-0.06351345064271463,-0.025351004116468623,-0.036202591918633176,-0.017756243673017313,-0.02658736188144084,-0.025176746892431434,-0.04576271977516244,-0.009030487807414556
2012-06-04,0.005882342271422036,0.030496600399845253,-0.017094390478399557,0.0017631132366393576,0.013327842381344546,-0.01770219965620934,-0.029126524175860036,-0.02958139880358479,0.0035147582247665454,-0.020867665981894934,0.00769247696724884,0.007614908076099214,-0.00046827467453436356,-0.009591475982656972,-0.0011550809035187903
2012-06-05,-0.0025871015266322184,-0.006338331652688156,0.028985416504257344,-0.0009316323093528922,-0.014137767278910807,0.013296023053548378,0.03193557678140224,-0.038290056574852405,-0.0014009791867871657,0.028985404432475104,0.019465662825402408,0.004107099491459376,0.00757273826336835,0.0010760261163218487,-0.00295467061877952
2012-06-06,0.015332926022177285,0.020777675118962113,0.07605614948399309,0.03430431801423128,0.017811842717646353,0.029823263357439123,0.03376063752832281,0.03633544688922408,0.02946318733012787,0.02651180146758625,0.030700496129688837,0.02290596238484155,0.02246783204657521,0.04693637518142468,0.03324733281492476
2012-06-07,0.0004550612290503686,0.005329866850168452,-0.02879552984384992,0.005911520505707646,-0.004030611856853272,-0.01010921162855638,-0.00786195305256876,-0.018649647834981242,-0.004088213622306491,-0.04035551285130912,-0.012713402826234677,-0.003998980860768664,0.0006064877138476366,-0.009924540762724088,0.006360554169513533
2012-06-08,0.015042449169287542,-0.0014625040786141463,0.018867495931689682,0.004482434570113103,0.003839411033988771,0.0057447324890187446,0.026516076794423915,0.03002643168718877,0.01436880078254621,0.01934407961896456,-0.0007359958383338361,0.009635426314217543,0.007951452819380034,0.039750770621190146,0.001858722346073094
2012-06-11,-0.01576693275119123,-0.009062612508952683,-0.03703677470819944,-0.009222399071954546,-0.020587530991270864,-0.018404957047378545,-0.02553423336153582,-0.003320920309606734,-0.025295025534587068,0.011551209640390692,-0.012886684543944371,-0.016859940606468338,-0.012697321966911979,-0.03191484555419011,-0.0070510281248874485
2012-06-12,0.00873628556489181,-0.0003694882358874496,0.028846547650192234,0.008307583269931973,-0.005980709762672842,0.013361855896922625,0.028945712507039367,0.01443903078664488,0.013494447609206928,0.020391506229318068,0.008205959066281743,0.01213384622644842,0.011490979769417375,0.01854390416947238,0.012333910944628323
2012-06-13,-0.006942318838692008,-0.007808918956720312,0.001334844928162049,-0.006055068893900395,-0.007096097574399218,-0.014035955053363636,0.015694083986316,-0.0047444107563530125,-0.005462335938091756,-0.02637891632357714,-0.0003699544536962529,-0.006873556378399814,-0.006394609426106923,0.0037090333790696928,-0.007752983316228423
2012-06-14,-0.0011010807953880652,-0.0013039574575884894,0.021333266697637132,0.01787656352577227,-0.0036356795606417025,0.011863404503168473,0.010204493624609512,0.03740366002458351,0.007208939768554412,-0.012315542283322656,-0.004071090805951361,0.0037020829281233514,0.010600059663010475,-0.01276486247216202,0.018603405454669764
