Date,AAPL,AMZN,BAC,COP,COST,CVX,EOG,GOOGL,GS,JNJ,JPM,KO,META,MSFT,NVDA,ORCL,PEP,PFE,PG,SLB,TSLA,UNH,V,WFC,WMT,XOM
2012-06-01,-0.028975719579683035,-0.02202808015612112,-0.04489804467377512,-0.018596342529510923,-0.01041752734063417,-0.019326433874441218,-0.07683778605964098,-0.017009240449195828,-0.031975269316844024,-0.010411571868492286,-0.036802595078098244,-0.02194587006137283,-0.06351351140905181,-0.025351082288762483,-0.03620270030953354,-0.017756061574141224,-0.0050109233323858415,-0.010516778046934294,-0.01188037210102244,-0.018656172033938212,-0.04576271977516244,-0.01308952479945491,-0.025607913924316827,-0.0589704804032718,-0.004102235461645232,-0.009029828226680747
2012-06-04,0.00588279907053324,0.030496600399845253,-0.017093704458545522,0.0021489648673016504,0.012515460958242741,0.0017631813886653802,-0.013854111743888842,0.013328045018994983,-0.01770283008666962,0.009064410436330883,-0.029126602942352142,0.007525084747143307,-0.029581468091899543,0.0035148424171800308,-0.020867996111039844,0.007692531698329397,-0.0004444861680801271,-0.001386052364287571,-0.0024367170965392537,0.00225545862443588,-0.009591475982656972,-0.0023616106360764277,0.017016048216876856,-0.003647258500438566,0.006713093160483519,-0.001154829032410265
2012-06-05,-0.0025871018182068717,-0.006338331652688156,0.028985144277995367,0.011111260155513003,0.002426442590303335,-0.0009320450891879828,0.016261123025391955,-0.014137831765117626,0.013296566961030765,-0.0020854637879017535,0.031936004162377296,-0.005431625075833391,-0.03828991650788993,-0.0014012315312202928,0.02898542049709918,0.019465342655309303,-0.00711291413345394,-0.000462959169459487,-0.003745996636912774,0.00048228078665468743,0.0010760261163218487,0.020579184078499235,-0.003066275335408153,0.015640652094395024,-0.007425488808065039,-0.0029551741983486757
2012-06-06,0.015333153745779038,0.020777675118962113,0.0760564065896876,0.032967121206337824,0.011640012503952413,0.03430396855158713,0.033199035192235105,0.017811774204329556,0.029823576518036576,0.009484058968229236,0.03376050158084043,0.018705121169554806,0.036335369948352625,0.029463442748975943,0.026511815747356504,0.030700347881857937,0.007313074888115612,0.0143518233873976,0.010299282455888514,0.03775688940396171,0.04693637518142468,0.029621284740057208,0.022230273513078824,0.014744531566858843,0.006564139190359919,0.033247762739673004
2012-06-07,0.0004546160219596196,0.005329866850168452,-0.028796000830213497,0.004292552879278766,0.003987230132196595,0.005911721667198222,0.005583374107666517,-0.004030677993172693,-0.010109620081277804,0.0,-0.007862208137099369,-0.004422473717335174,-0.018649719475121396,-0.004088786242677722,-0.04035479943440634,-0.012713434418321512,0.0028155759339489883,0.0013689718043046195,0.015534127932145925,-0.002477051120690743,-0.009924540762724088,-0.004332761345110625,0.004039971044852209,0.006780370143860903,-0.0009094432895687676,0.006360308359994349
2012-06-08,0.015042676666269905,-0.0014625040786141463,0.01886782859690661,0.0029731653430598026,0.006921800947587098,0.004482633374147893,-0.016447899861042448,0.0038394112889410525,0.005745045317624653,0.002866086115099753,0.02651641686144579,0.012923877746376045,0.030026652883964777,0.014368806690624458,0.01934429409757077,-0.0007359761425126399,0.009308319820314548,0.009116127174949584,-0.0001595318334880469,0.001707516108175433,0.039750770621190146,0.009574216982259465,-0.0019687752093563438,0.008018285670200687,0.0356761905238534,0.001859046796253594
2012-06-11,-0.015767153659117406,-0.009062612508952683,-0.03703709367621333,-0.0016672801389657765,-0.009353075884491635,-0.009222067385276311,-0.020771430316726125,-0.02058759850313141,-0.01840536491767919,-0.013654860873822727,-0.02553436646797813,-0.007708327111101476,-0.003321061585886853,-0.025294954717982376,0.011550668286443022,-0.01288628938828884,-0.003806264634344969,-0.0018069467758080604,-0.0033466510843187525,-0.007282202540231486,-0.03191484555419011,-0.009310613259672085,-0.0019730913265487704,-0.01399961909655012,-0.010114274298952064,-0.007051269186372888
2012-06-12,0.008736733865602586,-0.0003694882358874496,0.028846387717590405,0.015404433026118491,0.006711060952629966,0.008306912981101311,0.02436652336424272,-0.005980507949076896,0.013362173378707931,0.015453567145293778,0.028945583072337744,0.007232449707768707,0.014439101896309925,0.013494951141622913,0.020391614446351847,0.008205644778796595,0.00514368481301819,0.004072569276102778,0.003517981829979311,0.01342258265600127,0.01854390416947238,0.006613169939269969,0.0069615337513329045,0.010003136311688365,0.0028137946276072245,0.012333421950022405
2012-06-13,-0.006942428453636018,-0.007808918956720312,0.0013351704281887589,-0.011149994781266659,-0.012090562237930813,-0.006054541391421253,-0.015610236372271435,-0.007096165039090496,-0.01403647281509035,0.0217184577273275,0.015694284291629446,0.0,-0.004744480521301275,-0.005462909505866254,-0.026378500583491227,-0.0003699013227000947,0.0021928459577584825,0.0,-0.0030275036662161803,-0.01509311275729075,0.0037090333790696928,0.006645926113959311,-0.01928982859724382,0.00894589367451526,-0.009598494846613126,-0.007752906555022809
2012-06-14,-0.0011017477128898445,-0.0013039574575884894,0.021333268428429086,0.01072118274881273,0.027450736880420212,0.017876157759216582,0.01898560573498842,-0.003635816425555216,0.011863512934826126,0.015516248223574225,0.010204321879770273,0.014058404725579843,0.03740366002458351,0.007209272811320222,-0.01231564377549077,-0.004071279757990709,0.010502995772395884,0.0166743432308345,0.009749073336853264,0.02236144440616039,-0.01276486247216202,0.021375836484564426,0.013838249505126576,0.014249360278413947,0.008349592171807751,0.0186034941368447
